Month,Day,Date,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1990,1980
1,1,1,28,40,35,56,35,34,25,45,29,24,26,33,67,22,19,42,35,20,20,73,80,21,9
1,2,2,26,30,39,60,28,52,29,27,27,31,56,21,21,21,53,18,13,19,66,26,29,26,9
1,3,3,39,28,41,27,29,35,29,25,23,20,28,14,21,42,8,12,21,48,23,25,15,21,10
1,4,4,52,45,35,31,28,30,29,45,20,22,26,40,32,21,20,41,25,18,22,26,22,18,9
1,5,5,47,44,33,29,25,29,33,22,17,22,64,22,22,16,33,19,20,10,56,32,27,26,18
1,6,6,33,45,49,53,30,35,31,28,25,35,20,7,22,54,27,28,28,53,19,28,19,15,16
1,7,7,23,30,47,41,35,30,32,62,19,28,29,56,28,25,13,35,21,10,21,60,33,27,13
1,8,8,25,29,67,27,27,35,29,25,22,25,33,17,22,25,32,18,18,15,46,20,18,39,15
1,9,9,26,23,62,35,23,31,22,26,23,28,22,19,17,27,19,17,19,25,9,26,21,19,10
1,10,10,27,30,21,48,32,38,19,25,36,28,29,58,47,20,16,53,47,23,16,23,22,17,9
1,11,11,29,42,23,45,27,36,28,27,17,25,57,23,23,20,30,7,19,29,32,17,25,37,16
1,12,12,30,62,29,40,43,48,28,22,20,64,24,23,20,34,30,25,13,24,17,20,26,18,17
1,13,13,37,58,29,36,24,44,26,26,23,24,23,47,73,19,22,38,40,20,19,67,53,30,8
1,14,14,48,58,30,56,37,69,28,27,19,26,61,38,25,9,24,28,20,25,41,13,21,20,6
1,15,15,40,33,42,81,54,61,26,20,25,74,21,23,13,23,16,28,23,29,19,19,21,110,5
1,16,16,34,41,31,64,50,62,27,55,33,21,16,27,44,23,22,31,52,25,15,22,26,21,10
1,17,17,25,43,48,27,35,55,27,31,24,19,27,27,21,21,62,30,11,30,38,20,22,21,8
1,18,18,30,69,53,31,28,28,23,30,22,58,25,25,24,56,26,24,19,36,24,17,16,18,10
1,19,19,37,33,53,46,30,30,24,29,26,27,18,68,28,28,31,44,22,27,26,75,74,20,7
1,20,20,45,34,42,25,47,55,33,29,25,31,58,24,29,25,31,16,21,27,59,30,24,14,16
1,21,21,56,34,29,31,66,52,34,30,31,50,18,24,21,42,26,29,19,29,23,18,24,23,3
1,22,22,53,30,34,54,64,63,31,31,34,29,14,64,39,29,13,43,36,25,25,15,20,18,16
1,23,23,48,41,28,38,58,43,31,26,27,31,52,28,25,27,62,30,15,28,55,18,27,29,17
1,24,24,33,56,41,28,48,49,30,29,26,66,26,28,27,95,31,22,26,38,21,29,24,22,9
1,25,25,37,32,43,37,36,43,36,44,48,32,28,44,42,28,27,58,26,20,24,55,55,26,15
1,26,26,32,45,38,22,28,40,34,23,19,31,29,30,19,24,37,25,19,32,32,21,26,24,19
1,27,27,53,65,32,32,32,59,33,17,27,58,31,20,26,39,20,29,24,38,28,31,30,31,18
1,28,28,34,48,31,51,30,60,29,99,31,31,32,58,47,24,30,59,48,65,35,19,34,26,16
1,29,29,28,36,40,31,29,48,27,52,30,32,43,34,25,26,49,9,20,18,7,29,19,26,18
1,30,30,56,31,30,31,34,29,28,30,32,56,30,32,28,29,26,19,18,53,9,27,34,22,18
1,31,31,54,27,34,32,50,51,24,31,35,25,31,60,39,24,29,98,48,9,10,62,84,29,19
2,32,1,48,60,27,30,31,31,62,26,19,33,67,30,28,19,28,23,20,13,31,24,28,18,23
2,33,2,24,67,31,31,40,35,37,22,17,37,27,32,26,29,13,18,10,75,27,19,29,11,21
2,34,3,31,45,27,36,28,25,35,24,63,36,26,31,54,30,25,102,73,19,32,16,31,13,25
2,35,4,28,38,33,30,31,57,65,35,28,34,86,30,19,30,52,16,18,31,31,18,32,22,19
2,36,5,27,47,33,54,33,53,39,25,30,44,34,30,16,28,20,22,19,33,20,18,29,36,17
2,37,6,31,40,49,58,56,44,32,27,32,35,37,61,27,17,30,63,56,21,17,87,65,17,16
2,38,7,35,31,64,51,48,52,39,44,19,41,52,33,25,28,27,26,27,27,72,14,24,19,21
2,39,8,55,33,63,33,26,80,31,22,26,46,27,31,31,33,31,17,27,48,22,28,30,42,24
2,40,9,39,30,64,36,29,51,42,32,31,32,32,70,43,30,33,43,66,31,32,28,26,16,29
2,41,10,52,41,55,31,31,35,43,32,31,36,34,29,31,31,51,25,31,29,30,26,27,29,34
2,42,11,42,47,43,55,34,52,27,31,28,39,31,31,27,67,27,25,26,30,27,26,26,25,24
2,43,12,38,37,61,55,40,32,32,30,25,43,35,34,57,18,31,37,57,31,29,60,52,33,19
2,44,13,39,35,60,37,35,33,82,51,24,46,66,32,30,31,40,30,30,29,30,7,10,31,20
2,45,14,40,33,48,33,31,43,36,31,24,41,41,28,23,31,31,25,31,50,26,26,25,20,18
2,46,15,34,39,29,37,71,29,38,33,53,23,34,45,51,31,32,28,36,31,24,26,21,19,28
2,47,16,36,35,45,33,29,31,66,35,24,26,36,28,23,32,53,31,29,31,28,33,29,31,30
2,48,17,43,52,45,42,33,39,38,33,35,46,31,27,31,66,32,34,22,43,35,29,24,29,29
2,49,18,42,36,36,57,58,35,39,34,33,29,34,54,31,37,29,31,87,23,29,33,51,27,25
2,50,19,31,46,27,72,39,32,43,36,33,25,87,28,30,42,30,25,39,32,52,30,31,31,16
2,51,20,33,31,28,61,38,50,31,32,31,31,33,26,32,68,22,26,34,54,28,32,39,41,8
2,52,21,34,61,30,66,25,63,36,31,26,20,23,49,25,31,33,52,57,16,28,30,30,50,7
2,53,22,38,73,32,52,31,55,34,32,29,21,62,29,24,34,71,26,28,28,31,25,34,26,18
2,54,23,42,57,21,41,31,62,37,34,25,56,42,32,36,71,35,31,20,32,31,31,45,31,21
2,55,24,30,49,22,33,31,49,33,44,31,23,35,59,80,34,31,49,71,29,34,66,50,31,28
2,56,25,37,34,37,32,32,39,35,55,27,31,35,38,25,37,36,32,31,29,44,38,38,31,25
2,57,26,34,49,42,38,31,43,32,33,35,44,36,33,41,36,35,38,31,72,24,26,38,33,29
2,58,27,33,57,46,51,39,52,37,25,31,18,39,32,37,34,32,63,62,22,31,26,33,30,35
2,59,28,34,48,35,35,52,59,34,33,28,28,53,23,33,29,79,33,24,33,43,33,40,29,31
3,60,1,38,61,33,52,33,59,30,3,40,52,33,31,37,55,19,33,40,79,26,29,41,51,29
3,61,2,44,66,39,33,31,65,38,19,34,34,31,33,33,37,26,34,37,26,34,58,47,31,33
3,62,3,40,35,41,38,36,56,38,2,31,31,40,30,44,35,39,33,30,30,34,38,28,33,30
3,63,4,36,36,39,38,27,42,38,7,31,52,40,32,31,37,31,27,20,70,30,32,23,32,21
3,64,5,39,38,31,44,41,41,34,63,30,31,38,45,33,39,19,85,84,32,29,31,33,27,21
3,65,6,38,44,33,41,31,57,70,2,34,34,53,42,31,31,80,40,31,41,64,32,48,20,18
3,66,7,35,52,37,40,27,47,38,39,44,33,33,31,32,51,31,32,30,66,36,27,49,19,4
3,67,8,38,59,37,41,40,54,41,54,44,32,25,40,44,33,31,37,34,33,40,63,64,27,32
3,68,9,44,47,42,38,41,61,64,33,32,31,71,31,35,39,32,38,30,38,38,36,41,34,26
3,69,10,36,44,42,37,34,65,36,42,38,37,39,31,31,70,35,24,29,35,34,37,24,23,25
3,70,11,40,45,39,36,52,59,32,32,36,38,43,31,62,42,39,35,59,31,27,63,24,32,18
3,71,12,63,43,36,39,29,66,40,37,42,40,25,30,31,41,58,36,27,47,35,32,29,30,31
3,72,13,46,41,40,48,31,49,36,37,37,34,31,32,43,66,38,38,22,76,37,33,39,33,31
3,73,14,51,42,42,36,30,36,44,32,50,33,37,60,36,42,37,42,34,30,36,37,79,35,32
3,74,15,39,38,45,39,26,39,38,30,34,24,30,44,44,35,40,37,38,40,49,18,29,35,27
3,75,16,38,44,38,42,43,45,33,29,33,42,43,44,31,52,39,41,31,74,33,29,49,39,99
3,76,17,35,43,40,53,37,38,31,34,41,41,43,58,37,36,37,83,59,48,24,39,30,35,99
3,77,18,38,47,49,27,38,38,55,31,37,33,46,38,23,40,40,44,20,49,58,39,38,33,99
3,78,19,20,50,42,34,30,42,31,38,35,41,48,43,26,58,40,23,23,63,11,31,31,31,99
3,79,20,26,54,33,50,35,59,39,37,37,40,24,42,54,38,35,62,38,43,33,59,56,30,99
3,80,21,36,43,37,52,35,52,48,38,47,53,40,51,44,47,31,36,36,38,38,38,26,33,99
3,81,22,37,44,46,40,39,39,34,39,49,40,36,38,44,31,38,29,31,43,36,41,17,30,99
3,82,23,35,45,46,33,44,39,29,48,35,35,45,54,37,23,33,65,36,61,39,82,38,27,99
3,83,24,38,43,38,64,41,54,34,33,41,37,42,47,41,32,57,27,40,58,40,37,40,28,99
3,84,25,51,40,45,43,36,58,38,36,42,41,34,32,40,44,33,26,44,38,30,31,67,34,99
3,85,26,39,44,35,33,40,35,36,44,50,43,37,46,40,39,36,63,56,44,34,49,44,33,99
3,86,27,41,47,38,29,41,38,47,47,30,46,38,34,40,44,41,37,31,43,66,39,54,39,99
3,87,28,37,53,40,32,41,42,25,50,45,48,31,28,25,56,27,44,44,33,20,38,40,50,99
3,88,29,48,45,37,35,39,35,31,50,44,51,33,35,37,32,37,54,46,33,23,91,26,12,99
3,89,30,43,38,40,39,42,42,44,47,31,58,44,41,38,18,63,47,44,42,43,45,36,27,99
3,90,31,44,41,36,32,40,43,41,39,45,34,74,36,24,62,41,40,42,48,37,42,40,18,99
4,91,1,30,43,38,44,38,45,39,44,38,28,58,44,58,44,27,40,36,61,38,40,61,35,99
4,92,2,34,56,42,40,32,42,32,44,50,57,54,45,34,50,48,43,33,54,59,42,44,23,99
4,93,3,50,44,37,40,41,29,27,48,43,14,45,45,44,36,30,58,41,46,51,45,44,32,99
4,94,4,47,41,36,37,46,40,39,54,51,36,51,47,41,30,44,74,47,35,34,75,31,27,99
4,95,5,30,43,43,37,34,44,51,48,46,40,38,32,38,37,51,50,44,34,53,36,38,26,99
4,96,6,38,47,41,36,43,50,48,51,37,18,32,35,49,35,38,34,47,42,45,30,48,33,99
4,97,7,44,41,39,42,31,47,36,42,47,34,26,41,58,31,44,62,59,24,44,58,46,34,99
4,98,8,45,47,45,46,38,43,45,36,50,41,31,49,39,32,37,47,87,28,62,51,24,44,99
4,99,9,54,47,45,54,34,34,48,35,48,45,35,48,31,45,49,54,44,42,37,54,39,35,99
4,100,10,41,30,52,40,40,44,49,48,50,36,50,41,33,46,58,74,79,45,44,54,47,24,99
4,101,11,41,44,44,29,37,45,61,34,44,39,56,46,32,37,71,54,39,74,67,40,31,28,99
4,102,12,45,44,64,44,36,44,44,35,38,41,54,48,32,34,64,31,42,48,37,38,31,33,99
4,103,13,35,47,40,50,43,42,31,44,49,48,54,51,29,47,67,40,35,44,39,45,53,28,99
4,104,14,39,42,38,45,47,45,33,46,44,99,58,30,38,40,63,44,35,105,55,64,42,30,99
4,105,15,42,46,35,47,54,50,41,37,39,99,44,40,37,48,64,51,51,51,58,43,45,31,99
4,106,16,40,58,41,42,64,58,42,35,48,99,28,49,39,54,41,84,64,77,50,40,48,35,99
4,107,17,39,64,51,45,77,64,48,32,46,99,36,58,58,90,49,119,87,27,52,40,41,37,99
4,108,18,51,34,35,48,93,90,54,44,44,99,33,49,58,43,58,101,74,72,44,49,14,42,99
4,109,19,47,40,48,41,90,50,58,39,50,99,29,58,54,34,90,77,49,45,48,51,78,30,99
4,110,20,44,47,48,35,67,31,93,46,74,99,41,35,36,58,67,47,48,42,53,47,44,19,99
4,111,21,42,61,49,33,45,43,43,48,36,99,48,29,42,90,49,31,44,29,31,43,39,40,99
4,112,22,43,61,48,42,44,42,45,61,42,99,46,46,77,100,64,70,42,47,37,53,43,51,99
4,113,23,43,31,37,49,38,47,48,33,46,99,66,49,77,47,51,38,24,58,43,34,74,50,99
4,114,24,37,39,39,67,43,47,50,46,44,99,26,40,84,58,80,44,50,35,44,44,40,44,99
4,115,25,62,48,45,51,54,41,45,49,46,99,29,50,79,32,30,48,53,35,44,46,45,39,99
4,116,26,54,46,54,49,64,41,50,50,58,99,31,58,51,43,47,39,36,64,46,74,47,45,99
4,117,27,43,42,49,31,46,43,40,45,43,99,34,39,47,46,71,39,47,129,31,51,47,44,99
4,118,28,46,44,44,36,66,48,43,33,48,99,39,31,43,48,84,40,45,54,34,58,71,29,99
4,119,29,49,31,49,28,49,49,38,43,31,99,44,27,42,67,57,31,54,47,48,48,87,35,99
4,120,30,39,51,61,38,45,33,30,61,28,99,31,37,46,90,46,44,84,100,45,108,49,25,99
5,121,1,37,44,80,42,43,49,26,67,46,42,34,34,59,58,37,37,67,41,31,80,122,37,99
5,122,2,43,31,50,47,28,71,29,49,45,32,36,47,48,44,51,32,34,43,41,87,35,40,99
5,123,3,51,37,37,37,40,77,47,33,45,43,39,67,39,43,44,47,44,58,49,87,64,25,99
5,124,4,43,43,51,44,42,56,43,36,44,33,40,97,36,28,44,80,44,37,74,58,64,32,99
5,125,5,28,61,84,44,42,71,50,31,61,44,45,93,54,49,36,97,44,64,90,93,71,48,99
5,126,6,33,48,64,41,42,77,71,36,90,44,32,46,84,49,40,84,61,48,44,54,51,48,99
5,127,7,40,40,58,45,61,56,61,54,71,61,43,45,77,61,64,97,93,51,48,45,51,49,99
5,128,8,48,64,77,45,43,39,44,87,45,46,29,44,37,58,67,101,36,36,53,48,37,133,46
5,129,9,37,40,67,47,41,45,48,40,49,51,34,37,34,74,45,44,90,80,42,71,43,45,47
5,130,10,43,42,77,46,54,44,64,35,43,45,38,40,49,90,44,80,68,50,51,57,42,26,43
5,131,11,31,35,80,45,51,41,43,43,61,54,29,46,48,126,39,71,77,33,43,44,64,48,26
5,132,12,30,33,45,51,46,43,33,42,87,61,27,49,44,51,25,37,87,48,51,37,51,30,40
5,133,13,44,47,54,71,40,43,32,64,84,74,38,56,44,58,20,71,48,71,47,50,78,44,41
5,134,14,37,54,52,71,42,41,39,93,77,18,34,40,45,90,26,44,35,67,51,40,41,37,74
5,135,15,39,50,44,74,40,51,45,80,87,35,31,45,36,80,42,31,19,58,80,54,54,30,36
5,136,16,50,54,61,61,43,31,38,64,101,41,31,41,39,44,44,47,29,64,48,80,67,34,23
5,137,17,48,61,87,51,44,35,47,49,42,36,23,44,51,39,46,80,44,44,26,39,97,54,35
5,138,18,36,54,43,58,39,46,58,44,58,25,35,44,54,54,46,112,61,60,41,40,51,50,37
5,139,19,31,54,74,33,47,30,61,65,101,50,41,61,43,84,61,74,42,43,49,53,90,42,58
5,140,20,35,26,51,40,74,36,54,61,115,74,51,80,38,105,48,46,46,48,40,64,23,33,87
5,141,21,33,32,43,35,46,51,67,50,93,57,32,51,43,115,47,77,45,41,44,37,28,15,133
5,142,22,31,54,47,50,80,74,45,40,31,45,38,93,46,119,49,74,61,64,44,35,77,44,39
5,143,23,39,45,67,46,80,84,77,25,46,47,41,77,44,101,97,50,47,74,105,32,61,33,47
5,144,24,47,42,93,39,87,54,84,43,105,58,44,93,28,97,80,44,34,74,30,22,48,51,115
5,145,25,51,46,108,40,100,45,84,36,93,80,54,62,45,32,48,47,54,46,44,26,97,35,47
5,146,26,39,45,108,45,47,44,44,41,90,34,69,42,39,49,80,49,47,48,51,44,64,36,74
5,147,27,43,44,93,44,49,46,47,45,80,30,51,47,36,52,97,45,42,50,67,50,51,67,122
5,148,28,60,39,112,45,37,71,46,41,77,31,47,27,22,54,44,43,57,45,48,64,58,64,64
5,149,29,49,44,48,48,44,51,48,49,50,48,71,58,49,101,52,46,45,46,54,105,35,42,40
5,150,30,46,46,41,44,61,33,80,50,58,48,49,51,90,95,41,71,80,49,77,43,77,46,47
5,151,31,34,49,80,46,58,30,93,47,51,44,39,62,56,43,47,87,56,37,97,55,84,50,33
6,152,1,44,71,105,58,67,44,45,51,28,58,47,87,51,61,33,101,40,44,105,51,64,45,30
6,153,2,54,52,48,93,47,51,42,22,43,61,41,64,67,51,87,36,49,48,84,37,150,32,77
6,154,3,64,64,50,90,51,61,80,44,46,119,41,43,71,44,90,76,35,67,126,36,49,35,36
6,155,4,51,67,48,77,61,56,46,71,77,105,44,49,44,40,46,84,43,49,71,34,47,36,93
6,156,5,51,49,77,105,43,67,49,87,42,64,34,77,49,41,93,71,71,87,19,30,67,37,80
6,157,6,67,87,61,43,43,50,80,97,44,84,35,87,42,64,100,80,93,61,31,48,57,25,42
6,158,7,80,67,71,42,87,58,101,54,43,112,38,67,34,64,50,58,105,61,71,77,58,33,33
6,159,8,71,48,87,61,40,49,77,80,64,136,35,58,36,45,64,46,54,42,133,74,101,42,39
6,160,9,77,38,49,71,50,87,80,64,90,74,35,44,37,80,42,46,70,80,74,74,161,45,38
6,161,10,34,42,44,97,80,84,40,45,84,74,41,58,43,90,33,42,25,71,59,105,161,64,46
6,162,11,46,58,44,61,74,54,38,50,77,48,30,39,54,108,31,32,38,47,44,100,44,49,51
6,163,12,45,48,42,48,61,48,48,61,36,42,27,61,87,126,67,42,52,48,64,101,53,97,64
6,164,13,64,37,46,42,61,37,48,50,58,49,26,54,50,93,51,87,80,40,41,129,40,77,129
6,165,14,43,58,49,38,87,31,71,46,49,50,27,67,43,101,84,44,49,97,41,49,48,39,33
6,166,15,46,44,54,74,51,28,48,47,90,47,29,61,58,71,126,38,80,84,50,44,44,67,41
6,167,16,49,50,67,61,71,43,41,48,126,58,31,48,64,126,129,48,43,97,41,100,49,133,112
6,168,17,64,55,54,45,44,21,37,64,48,67,39,84,49,119,74,34,35,136,64,87,43,44,42
6,169,18,90,74,40,45,64,24,36,80,49,49,31,57,44,64,45,37,47,143,122,136,34,44,38
6,170,19,108,44,39,46,84,31,48,71,58,39,33,38,54,47,64,45,46,42,154,119,48,38,84
6,171,20,97,35,42,50,80,43,41,100,45,41,35,47,71,64,51,84,42,50,143,48,54,40,100
6,172,21,64,33,44,58,49,38,49,84,45,43,30,43,84,67,48,108,41,108,159,47,40,46,39
6,173,22,51,45,40,34,51,27,43,44,45,40,29,50,51,50,61,64,48,126,197,67,46,35,48
6,174,23,48,36,33,44,45,45,40,48,50,23,40,93,43,52,87,119,38,100,182,51,44,27,80
6,175,24,40,41,44,39,49,35,38,45,51,31,39,100,43,42,61,100,47,154,54,90,58,34,84
6,176,25,38,58,44,35,61,46,47,42,50,36,48,58,58,44,74,129,46,136,61,112,34,48,115
6,177,26,54,49,46,40,84,44,51,37,46,50,45,71,71,54,50,143,44,41,67,122,41,93,51
6,178,27,74,74,43,38,44,47,47,50,47,50,31,93,49,34,50,128,43,74,77,115,40,105,37
6,179,28,44,67,44,51,58,42,38,46,97,45,34,43,42,23,67,108,43,74,84,129,39,97,39
6,180,29,43,51,44,61,39,46,29,33,136,77,33,40,40,38,51,108,46,58,90,108,46,43,108
6,181,30,66,48,41,42,47,48,30,32,133,87,35,33,38,48,74,87,45,84,64,87,44,40,61
7,182,1,36,47,56,46,49,38,33,44,64,44,38,18,35,50,97,44,64,105,68,41,47,46,39
